,mean,sd,min,max,nodata_count
dem.tif,579.88617,75.04785,391.65933,959.29114,0.0
aerialr.tif,81.208244,0.0,0.0,255.0,0.0
aerialg.tif,80.97216,0.0,0.0,255.0,0.0
aerialb.tif,73.288864,0.0,7.0,255.0,0.0
aerialnir.tif,103.73407,0.0,0.0,255.0,0.0
ep_5x5.tif,47.106197,9.877834,0.0,92.10121,0.0
ep_11x11.tif,48.948013,11.390174,0.0,98.36802,0.0
ep_21x21.tif,49.427547,12.918803,0.0,99.55222,0.0
ep_51x51.tif,49.727432,16.349712,0.0,99.92408,0.0
ep_101x101.tif,49.87015,19.500723,0.0,99.980644,0.0
ep_201x201.tif,49.960632,21.866001,0.0,99.99512,0.0
plc.tif,0.07800566,1.2398008,-4.8473225,4.530104,0.0
plc_10.tif,0.07182922,3.6289303,-9.207001,7.871614,0.0
plc_20.tif,0.081222154,3.52918,-8.993689,8.254777,0.0
plc_50.tif,0.09626936,3.1065974,-9.4037895,8.572888,0.0
plc_100.tif,0.23669703,4.6082897,-10.006744,11.070809,0.0
plc_200.tif,0.29384917,4.055208,-10.764938,10.175514,0.0
prc.tif,0.034290735,0.5445975,-3.2302437,3.3707154,0.0
prc_10.tif,0.09916849,1.6427544,-5.2531676,5.4962745,0.0
prc_20.tif,0.05008846,1.4090044,-4.6159816,4.752704,0.0
prc_50.tif,-0.016283762,0.9912577,-3.4406524,3.3358135,0.0
prc_100.tif,-0.1327975,1.951004,-4.7786117,4.7175756,0.0
prc_200.tif,-0.13055733,1.3516123,-3.593531,3.6705606,0.0
s.tif,5.5359945,5.1698084,0.0,67.804146,0.0
s_10.tif,4.878788,4.809419,0.0,62.206036,0.0
s_20.tif,4.4930053,4.434553,0.0,54.155807,0.0
s_50.tif,3.614945,3.6729796,4.6859604e-05,37.915768,0.0
s_100.tif,2.7682698,2.8450537,0.0064106486,24.493776,0.0
s_200.tif,1.9259562,1.8748546,0.010963716,12.562847,0.0
sds_5x5.tif,1.2619957,1.4845774,0.0,35.509277,0.0
sds_11x11.tif,1.7886295,1.9093074,0.0,34.369987,0.0
sds_21x21.tif,2.246831,2.1466026,0.0,32.383232,0.0
sds_51x51.tif,2.8851562,2.3335342,0.0,27.244932,0.0
sds_101x101.tif,3.362958,2.369206,0.0,22.125685,0.0
sds_201x201.tif,3.8241043,2.3138974,0.4051613,20.481316,0.0
