patch_id,af1,Qal,Qaf,Qat,Qc,Qca,Qr
hv_256_50_1,0.0,0.08718046,0.0,0.0,0.39550337,0.40108255,0.11623362
hv_256_50_2,0.0,0.13167715,0.0,0.0,0.34428534,0.36378855,0.16024897
hv_256_50_3,0.0,0.14323534,0.0,0.0,0.49955952,0.20604077,0.15116435
hv_256_50_4,0.0,0.040810626,0.0,0.0,0.5951171,0.14984302,0.21422924
hv_256_50_5,0.0,0.0010463282,0.0,0.0,0.5902015,0.10154475,0.30720744
hv_256_50_6,0.0,0.005721878,0.0,0.0,0.4538975,0.39426523,0.14611536
hv_256_50_7,0.0,0.093950085,0.0,0.0,0.41088447,0.49516544,0.0
hv_256_50_8,0.0,0.1770389,0.0,0.0,0.5217994,0.30116174,0.0
hv_256_50_9,0.0,0.08881068,0.0,0.0,0.3827814,0.48106867,0.047339294
hv_256_50_10,0.0,0.0,0.0,0.0,0.43292767,0.38526663,0.18180569
hv_256_50_11,0.0,0.0,0.0,0.0,0.73382366,0.06948386,0.19669251
hv_256_50_12,0.0,0.0,0.0,0.0,0.8517502,0.08100982,0.06723999
hv_256_50_13,0.0,0.0,0.0,0.0,0.8147494,0.05971628,0.12553428
hv_256_50_14,0.0,0.0,0.0,0.0,0.82006973,0.004517612,0.17541265
hv_256_50_15,0.0,0.0,0.0,0.0,0.70561355,0.2394703,0.05491612
hv_256_50_16,0.0,0.0,0.0,0.0,0.5777459,0.42223024,2.3860392e-05
hv_256_50_17,0.0,0.0,0.0,0.0,0.6397893,0.36021075,0.0
hv_256_50_18,0.0,0.0,0.0,0.0,0.63538444,0.21357816,0.15103742
hv_256_50_19,0.0,0.0,0.0,0.0,0.5870679,0.07666458,0.33626753
hv_256_50_20,0.0,0.0,0.0,0.0,0.43543425,0.18949598,0.37506977
hv_256_50_21,0.0,0.0,0.0,0.0,0.4688952,0.27683148,0.25427333
hv_256_50_22,0.0,0.0,0.0,0.0,0.7585383,0.13423514,0.107226536
hv_256_50_23,0.0,0.023448568,0.0,0.0,0.4677623,0.09648465,0.4123045
